season,episode,episode_title,companions,year_came_out,series_type,story_title,doctor_num,episode_mood,missing,vibe_tags,villains,setting,imdb_rating,plot_summary
3,9,Horse of Destruction,,1965,Classic,The Myth Makers,1,"Humorous, Satirical, Adventurous",1,"Historical, Mythical, Action, Comedy",,"Ancient Troy, Past, 1200 BC",7.3,The Doctor waits inside the Trojan Horse for a chance to reach his companions but Steven's assumed identity as a Greek soldier and Vicki's growing feelings for Troilus endanger their escape.
3,10,The Nightmare Begins,,1965,Classic,The Dalek's Master Plan,1,"Ominous, Dark, Sad",1,"Epic, Mysterious, Adventure, Historical",Daleks,"Space, Future, 4000",7.8,The Doctor runs afoul of the Daleks and Special Security Agent Bret Vyon on the planet Kembel.
3,11,Day of Armageddon,,1965,Classic,The Dalek's Master Plan,1,"Ominous, Dark, Suspenseful",0,"Epic, Mysterious, Adventurous, Historical",Daleks,"Space, Future, 4000",7.8,"The Doctor infiltrates the Daleks' conference to try and discover their plans, leaving Steven, Katarina and Bret to find a way off the planet."
3,12,Devil's Planet,,1965,Classic,The Dalek's Master Plan,1,"Ominous, Dark, Gripping",1,"Epic, Mysterious, Adventurous, Historic",Daleks,"Space, Future, 4000",7.5,"The Doctor and his friends escape Kembel in the Spar ship but the Daleks force them down on the planet Desperus, where they are threatened by a group of convicts."
3,13,The Traitors,,1965,Classic,The Dalek's Master Plan,1,"Ominous, Dark, Suspenseful",1,"Epic, Mysterious, Adventurous, Historic",Daleks,"Space, Future, 4000",8,"With Katarina being held hostage, the Doctor, Steven and Bret are in danger of having to given in to Kirksen's demands, while, on Earth, Chen has them listed as traitors."
3,14,Counter Plot,,1965,Classic,The Dalek's Master Plan,1,"Ominous, Dark, Gripping",0,"Epic, Mysterious, Adventurous, Dark",Daleks,"Space, Future, 4000",7.5,"The Doctor, Steven and Sara are accidentally transported to the planet Mira where Chen sends the Daleks after them."
3,15,Coronas of the Sun,,1965,Classic,The Dalek's Master Plan,1,"Ominous, Dark, Suspenseful",1,"Epic, Mysterious, Adventurous, Historical",Daleks,"Space, Future, 4000",7.7,"The Doctor, Steven and Sara escape Mira in a Dalek pursuit ship but when they find the ship is returning to Kembel, they are forced to come up with a new plan to avoid the Daleks."
3,16,The Feast of Steven,,1965,Classic,The Dalek's Master Plan,1,"Ominous, Dark, Gritty",1,"Epic, Mysterious, Adventurous, Historical",Daleks,"Space, Future, 4000",6.5,"The Doctor, Steven and Sara visit a Liverpool police station on Christmas Day and a Hollywood film set during the 1920s."
3,17,Volcano,,1966,Classic,The Dalek's Master Plan,1,"Ominous, Dark, Suspenseful",1,"Epic, Mysterious, Adventurous, Historical",Daleks,"Space, Future, 4000",7.5,"The Daleks realise the Doctor has given them a fake Taranium Core while, on the planet Tigus, the Doctor encounters the Meddling Monk."
3,18,Golden Death,,1966,Classic,The Dalek's Master Plan,1,"Ominous, Dark, Suspenseful",1,"Epic, Mysterious, Adventurous, Historical",Daleks,"Space, Future, 4000",7.5,"The Doctor, Steven and Sara travel to Ancient Egypt, pursued by both the Daleks and the Meddling Monk."
3,19,Escape Switch,,1966,Classic,The Dalek's Master Plan,1,"Ominous, Dark, Suspenseful",0,"Epic, Mysterious, Adventurous, Historical",Daleks,"Space, Future, 4000",7.5,"Steven, Sara and the Monk are captured by the Daleks in order to force the Doctor to hand over the Taranium Core."
3,20,The Abandoned Planet,,1966,Classic,The Dalek's Master Plan,1,"Ominous, Dark, Suspenseful",1,"Epic, Mysterious, Adventures, Thrilling",Daleks,"Space, Future, 4000",7.8,"The Doctor, Steven and Sara reach Kembel where they find the Daleks have betrayed their allies and imprisoned them."
3,21,Destruction of Time,,1966,Classic,The Dalek's Master Plan,1,"Ominous, Dark, Suspenseful",1,"Epic, Mysterious, Adventurous, Intense",Daleks,"Space, Future, 4000",8.5,"With the Daleks poised to invade the solar system, the Doctor decides his only option is to activate the Time Destructor prematurely, threatening the entire planet."
3,22,War of God,,1966,Classic,The Massacre,1,"Dark, Ominous, Sad",1,"Historical, Mysterious, Dark, Suspenseful",,"Paris, Past, 1572",7.1,The TARDIS lands in sixteenth century Paris and Steven becomes involved with a group of Huguenots.
3,23,The Sea Beggar,,1966,Classic,The Massacre,1,"Dark, Ominous, Tragic",1,"Historical, Mysterious, Dark, Suspenseful",,"Paris, Past, 1572",7,"While trying to find the Doctor, Steven discovers a conspiracy to assassinate a man known as the Sea Beggar."
3,24,Priest of Death,,1966,Classic,The Massacre,1,"Dark, Suspenseful, Tragic",1,"Historical, Mysterious, Violent, Dark","The Abbot of Amboise, The Catholic Church","Paris, Past, 1572",7.1,"Steven has discovered the identity of the Sea Beggar, but can he warn the Huguenots in time?"
3,25,Bell of Doom,,1966,Classic,The Massacre,1,"Dark, Ominous, Sad",1,"Historical, Mysterious, Violent, Dark",,"Paris, Past, 1572",7.5,"Steven rejoins the Doctor and they leave Paris just ahead of the massacre, leaving Anne behind."
3,26,The Steel Sky,,1966,Classic,The Ark,1,"Bittersweet, Sad, Hopeful",0,"Mysterious, Historic, Adventurous, Futuristic",Monoids,"Space Station, Future",7.1,"The Doctor, Steven and Dodo arrive on a giant spaceship millions of years in the future, transporting the last humans away from the doomed Earth."
3,27,The Plague,,1966,Classic,The Ark,1,"Bittersweet, Sad, Hopeful",0,"Mysterious, Adventurous, Historical, Futuristic",,"Space, Future, 70000 AD, The Ark spaceship",7.1,"With the Ark infected with a cold virus, the Doctor must convince the Guardians to trust him so he can find a cure."
3,28,The Return,,1966,Classic,The Ark,1,"Bittersweet, Sad, Dark",0,"Mysterious, Adventurous, Historical, Futuristic",Monoids,"Space Station, Future, 57870",7,"The Doctor, Steven and Dodo have traveled 700 years into the future and find that the Ark is now under the control of the Monoids as it approaches Refusis."
3,29,The Bomb,,1966,Classic,The Ark,1,"Bittersweet, Sad,",0,"Mysterious, Adventurous, Historical,","Monoids,","Space, Future, 7000000",6.8,"The Monoids abandon the Ark, leaving Steven and the Guardians to die, but a mutiny in their ranks may give the Doctor a chance to bring about peace."
3,30,The Celestial Toyroom,,1966,Classic,The Celestial Toymaker,1,"Whimsical, Dark, Playful",1,"Mysterious, Fantastical, Psychological, Surreal",The Celestial Toymaker,The Toymaker's Domain,6.7,"The Doctor, Steven and Dodo arrive in the realms of the Celestial Toymaker, who forces them to play his deadly games."
3,31,The Hall of Dolls,,1966,Classic,The Celestial Toymaker,1,"Whimsical, Mysterious, Dark",1,"Fantasy, Mysterious, Psychological, Theatrical",The Celestial Toymaker,The Toymaker's Domain,6.3,"While the Doctor continues to play the Trilogic Game with the Toymaker, Steven and Dodo are involved in a deadly game of musical chairs."
3,32,The Dancing Floor,,1966,Classic,The Celestial Toymaker,1,"Whimsical, Dark, Sinister",1,"Mysterious, Fantastical, Surreal, Playful",The Celestial Toymaker,The Toymaker's Domain,6.1,"Steven and Dodo are forced to cross the dancing floor, where the Toymaker's dolls plan to force them to dance for eternity."
3,33,The Final Test,,1966,Classic,The Celestial Toymaker,1,"Whimsical, Dark, Playful",0,"Mysterious, Fantastical, Psychological, Sinister",The Celestial Toymaker,The Toymaker's Domain,6.7,"As the Doctor nears the end of his game against the Toymaker, Steven and Dodo take on Cyril in a lethal game of hopscotch to try and recover the TARDIS."
3,34,A Holiday for the Doctor,,1966,Classic,The Gunfighter,1,"Dark, Ominous, Sad",0,"Western, Mysterious, Deadly, Gritty",,"Tombstone, Past, 1881",6.4,"The TARDIS arrives in Tombstone, Arizona in 1881. Where the Doctor is looking for a dentist when he has a toothache, where The Doctor finds the local dentist is the famous Doc Holliday who is in a feud with The Clanton Brothers an..."
3,35,Don't Shoot the Pianist,,1966,Classic,The Gunfighter,1,"Dark, Ominous, Gritty",0,"Western, Mysterious, Deadly, Gritty",,"Arizona, Past, 1881",6.2,"With the Clantons believing the Doctor to be Doc Holliday, Wyatt Earp takes him into protective custody but this leaves Steven and Dodo in danger."
3,36,Johnny Ringo,,1966,Classic,The Gunfighter,1,"Dark, Ominous, Sad",0,"Western, Gritty, Mysterious, Deadly",,"Arizona, Past, 1881",6,"Earp comes to Steven's rescue and arrests Phineas Clanton, prompting the Clantons to decide to enlist the help of Johnny Ringo."
3,37,The O.K. Corral,,1966,Classic,The Gunfighter,1,"Dark, Ominous, Sad",0,"Western, Gritty, Mysterious, Deadly",,"Tombstone, Past, 1881",6.2,"The Clantons have shot Warren Earp, leading to a showdown between the two families with the Doctor powerless to prevent bloodshed."
3,38,The Savages: Episode 1,,1966,Classic,The Savages,1,"Dark, Serious, Morally ambiguous",1,"Primitive, Mysterious, Tribal, Ancient",,"Space, Planet, Future",6.7,"The Doctor, Steven and Dodo arrive in the far future and are welcomed by the advanced civilisation of the Elders but soon begin to suspect they are hiding a secret."
3,39,The Savages: Episode 2,,1966,Classic,The Savages,1,"Dark, Intense, Sad",1,"Primitive, Mysterious, Barbaric, Tribal",,"Space, Planet, Future",6.7,"The Doctor, Steven and Dodo investigate why there are Savages in the Elders' city and uncover the true price of the Elders' perfect society."
3,40,The Savages: Episode 3,,1966,Classic,The Savages,1,"Dark, Sad, Bleak",1,"Primitive, Mysterious, Tribal, Harsh",,"Space, Planet, Future",6.7,The Doctor has been subjected to the Elders' extraction process and Steven and Dodo must return to their city to rescue him.
3,41,The Savages: Episode 4,,1966,Classic,The Savages,1,"Dark, Intense, Sad",1,"Primitive, Mysterious, Tribal, Harsh",,"Space, Planet, Future",6.9,The Doctor urges the Savages to finally bring an end to the Elders' oppression and enlists the help of an unlikely ally.
3,42,The Savages: Episode 5,,1966,Classic,The Savages,1,"Dark, Intense, Sad",1,"Primitive, Mysterious, Tribal, Harsh",,"Space, Planet, Future",7.4,"The Doctor and Dodo return to London in the present day where the Doctor becomes concerned about WOTAN, a new super-computer installed in the Post Officer Tower."
3,43,The War Machines: Episode 1,,1966,Classic,The War Machines,1,"Ominous, Dark, Suspenseful",0,"Techno, Mysterious, London, Menacing",Wotan,"London, Past, 1966",7.2,"Dodo is under the control of WOTAN and attempts to lure the Doctor into a trap, while the rest of WOTAN's slaves begin construction on its robotic War Machines."
3,44,The War Machines: Episode 2,,1966,Classic,The War Machines,1,"Ominous, Dark, Suspenseful",0,"Techno, Mysterious, British, Menacing",Wotan,"London, Past, 1966",7.3,"Ben tries to escape from the warehouse but is captured by Polly, who is now also under WOTAN's control, and forced to work on construction the War Machine."
3,45,The War Machines: Episode 3,,1966,Classic,The War Machines,1,"Ominous, Dark, Threatening",0,"Techno, Mysterious, Dark, Gritty",Wotan,"London, Past, 1966",7.2,The first War Machine is defeated but the Doctor only has a matter of hours to destroy WOTAN before the rest of its army is activated.
4,1,The Smugglers: Episode 1,,1966,Classic,The Smugglers,2,"Dark, Suspenseful,",1,"Pirate, Mysterious, Historic,",,"Cornwall, Past, 17th Century",6.3,"The Doctor discovers Polly and Ben aboard the TARDIS shortly before the ship arrives in 17th century Cornwall, where the local churchwarden gives the Doctor a cryptic message shortly before being murdered."
4,2,The Smugglers: Episode 2,,1966,Classic,The Smugglers,2,"Swashbuckling, Adventurous,",1,"Pirate, Historical, Mysterious,",,"Cornwall, Past, 17th Century",6.1,Pike is convinced that the Doctor knows the location of Avery's treasure while Polly and Ben try to convince the locals they were not responsible for Longfoot's murder.
4,3,The Smugglers: Episode 3,,1966,Classic,The Smugglers,2,"Dark, Suspenseful,",1,"Pirate, Mysterious, Historical,",,"Cornwall, Past, 17th Century",6.1,"Polly and Ben are placed in the custody of Blake, who reveals he also has his suspicions about the Squire, while the Doctor and Kewper are forced to team up to escape from Pike's ship."
4,4,The Smugglers: Episode 4,,1966,Classic,The Smugglers,2,"Swashbuckling, Adventurous, Exciting",1,"Pirate, Historical, Mysterious, Action",,"Cornwall, Past, 17th Century",6.1,"The Doctor and his friends are at the mercy of Cherub, who is now seeking Avery's treasure for himself, while Pike prepares to attack the village."
4,5,The Tenth Planet: Episode 1,,1966,Classic,The Tenth Planet,2,"Ominous, Dark, Sad",0,"Futuristic, Icy, Isolated, Mysterious",Cybermen,"South Pole, Past, 1986",7.7,"In December 1986, a new planet appears in the Solar System which turns out to be a long-lost twin of Earth's named Mondas. Its inhabitants are the Cybermen."
4,6,The Tenth Planet: Episode 2,,1966,Classic,The Tenth Planet,2,"Ominous, Dark, Sad",0,"Futuristic, Arctic, Mysterious, Isolated",Cybermen,"South Pole, Past, 1986",7.7,"The Doctor's warnings are ignored and the Cybermen take over the base, hampering the crew's efforts to help Zeus IV."
4,7,The Tenth Planet: Episode 3,,1966,Classic,The Tenth Planet,2,"Ominous, Dark, Suspenseful",0,"Futuristic, Icy, Isolated, Mysterious",Cybermen,"South Pole, Past, 1986",7.4,"With the Doctor out of action, it is up to Polly, Ben and Barclay to stop Cutler using the Z-Bomb and devastating half the world."
4,8,The Tenth Planet: Episode 4,,1966,Classic,The Tenth Planet,2,"Ominous, Dark, Sad",0,"Frozen, Isolated, Mysterious, Deadly",Cybermen,"South Pole, Past, 1986",8.1,"The Cybermen take over the base again, apparently to stop the humans using the Z-Bomb, but then the Doctor realises they intend to use it themselves to destroy Earth."
4,9,The Power of the Daleks: Episode 1,,1966,Classic,The Power of the Daleks,2,"Ominous, Dark, Suspenseful",1,"Mysterious, Gritty, Atmospheric, Tense",Daleks,"Vulcan, Present, 2020",8.2,The TARDIS arrives on the Earth colony of Vulcan where the newly-regenerated Doctor assumes the identity of an Earth Examiner.
4,10,The Power of the Daleks: Episode 2,,1966,Classic,The Power of the Daleks,2,"Ominous, Dark, Foreboding",1,"Gritty, Industrial, Isolated, Menacing",Daleks,"Vulcan, Present, 2021",8,"While the Doctor worries about the inert Daleks in the capsules, Lesterson makes plan to reactivate one of them."
4,11,The Power of the Daleks: Episode 3,,1966,Classic,The Power of the Daleks,2,"Ominous, Dark, Suspenseful",1,"Gritty, Dark, Mysterious, Menacing",Daleks,"Vulcan, Present, 2022",8,The Doctor fails to convince the colonists of the danger posed by the Daleks and soon the other two are also reactivated.
4,12,The Power of the Daleks: Episode 4,,1966,Classic,The Power of the Daleks,2,"Ominous, Dark, Suspenseful",1,"Futuristic, Isolated, Menacing, Technological",Daleks,"Vulcan, Present, 2023",8.2,"With Polly being held prisoner by the rebels, the Doctor and Ben decide to investigate them, while Lesterson discovers the Daleks are reproducing."
4,13,The Power of the Daleks: Episode 5,,1966,Classic,The Power of the Daleks,2,"Dark, Ominous, Suspenseful",1,"Mysterious, Gripping, Atmospheric, Tense",Daleks,"Vulcan, Present, 2024",8,The Doctor and Quinn attempt to escape in order to stop Bragen using the Daleks to take over the colony.
4,14,The Power of the Daleks: Episode 6,,1966,Classic,The Power of the Daleks,2,"Ominous, Dark, Suspenseful",1,"Mysterious, Dark, Gritty, Vintage",Daleks,"Vulcan, Present, 2025",8.2,"With Bragen having taken over, the Daleks trick the rebels into turning them loose and only the Doctor can stop them wiping out the entire colony."
